date,smlo_vwret,smme_vwret,smhi_vwret,bilo_vwret,bime_vwret,bihi_vwret,smlo_ewret,smme_ewret,smhi_ewret,bilo_ewret,bime_ewret,bihi_ewret,smlo_nfirms,smme_nfirms,smhi_nfirms,bilo_nfirms,bime_nfirms,bihi_nfirms,smlo_msize,smme_msize,smhi_msize,bilo_msize,bime_msize,bihi_msize,smlo_level,smme_level,smhi_level,bilo_level,bime_level,bihi_level
20080829,0.0307,0.0413,0.0701,0.0157,0.0084,0.0059,0.0136,0.0267,0.0381,0.0146,0.0151,0.0165,890,1203,1170,394,302,133,457.35,424.22,268.92,17298.3,13767.05,11570.98,87893.858577,3096212.2407,11181587.609,143289.05002,307191.73337,1333469.0756
20080930,-0.1087,-0.0709,-0.0713,-0.0963,-0.0978,-0.0456,-0.1306,-0.0942,-0.0958,-0.1305,-0.1259,-0.083,884,1192,1164,393,299,131,474.01,444.56,288.58,17571.72,13963.75,11760.19,78339.79615,2876690.7928,10384340.413,129490.31451,277148.38184,1272662.8858
20081031,-0.2183,-0.1935,-0.2033,-0.1505,-0.171,-0.2254,-0.2322,-0.1989,-0.2059,-0.205,-0.2243,-0.2087,878,1178,1150,392,298,131,423.79,410.38,267.69,15861.08,12596.84,11189.09,61238.21865,2320051.1244,8273204.0067,110002.02217,229756.00855,985804.67133
20081128,-0.1199,-0.1115,-0.1443,-0.0628,-0.0667,-0.137,-0.1475,-0.1413,-0.1659,-0.1013,-0.0961,-0.1039,874,1172,1133,389,297,131,329.46,331.11,214.23,13407.87,10420.36,8638.27,53895.756234,2061365.424,7079380.6685,103093.89518,214431.28278,850749.43136
20081231,0.0553,0.0407,0.0537,0.0222,0.0081,-0.0003,0.0445,0.0433,0.0019,0.0437,0.0421,0.049,865,1165,1120,389,296,130,291.95,293.15,181.82,12531.63,9711.48,7451.17,56876.191554,2145262.9968,7459543.4104,105382.57965,216168.17617,850494.20653
20090130,-0.0752,-0.1051,-0.1594,-0.0456,-0.1059,-0.1586,-0.002,-0.0437,-0.0598,-0.0436,-0.0746,-0.1117,859,1161,1111,389,295,126,308.49,305.46,192.53,12787.7,9751.68,7514.79,52599.101949,1919795.8558,6270492.1908,100577.13402,193275.96631,715605.82537
20090227,-0.0982,-0.1141,-0.1536,-0.0726,-0.1273,-0.1553,-0.1053,-0.116,-0.1339,-0.0739,-0.1341,-0.1728,852,1151,1100,389,295,125,287.47,273.12,163.26,12195.57,8697.12,6326.54,47433.870138,1700747.1487,5307344.5903,93275.234091,168671.9358,604472.24069
20090331,0.0913,0.1019,0.1142,0.0808,0.0942,0.1099,0.142,0.1212,0.1334,0.1036,0.1042,0.1095,844,1141,1085,388,295,125,261.44,242.8,139.58,11049.26,7549.64,5321.1,51764.582481,1874053.2831,5913443.3425,100811.87301,184560.83215,670903.73994
20090430,0.162,0.1657,0.1812,0.0734,0.1124,0.1627,0.2144,0.2036,0.2435,0.1678,0.2183,0.2551,837,1126,1075,388,294,125,287.13,269.86,156.53,11923.14,8221.52,5819.72,60150.444843,2184583.9122,6984959.2762,108211.46448,205305.46969,780059.77843
20090529,0.0354,0.032,0.0242,0.0422,0.0648,0.0645,0.0856,0.108,0.1006,0.0609,0.0773,0.0748,830,1119,1067,388,294,125,336.26,316.27,185.8,12784.98,9124.81,6760.09,62279.770591,2254490.5973,7153995.2906,112777.98829,218609.26412,830373.63414
20090630,0.0523,0.01,0.0153,0.0148,-0.0199,0.003,0.075,0.0312,0.0323,0.0071,-0.0236,0.0107,825,1111,1050,388,294,124,348.33,327.83,192.35,13289.66,9695.54,7230.56,65537.002593,2277035.5033,7263451.4186,114447.10251,214258.93977,832864.75505
20090731,0.0675,0.1024,0.1446,0.0679,0.0852,0.0866,0.0719,0.0849,0.1012,0.0718,0.098,0.1054,694,1079,1236,380,321,129,387.59,329.05,162.06,13999.61,9344.22,6863.42,69960.750268,2510203.9389,8313746.4937,122218.06077,232513.80144,904990.84283
20090831,0.0101,0.0296,0.0918,0.0192,0.0391,0.0888,0.0319,0.0443,0.1093,0.0219,0.0344,0.1019,694,1073,1225,380,321,129,413.57,363.34,184.45,14936.69,10121.18,7453.25,70667.353845,2584505.9754,9076948.4218,124564.64754,241605.09107,985354.02968
20090930,0.0682,0.057,0.0785,0.0358,0.0403,0.0533,0.0762,0.067,0.0764,0.0553,0.0596,0.0635,690,1069,1214,380,321,129,415.08,374.22,202.96,15183.52,10500.48,8100.91,75486.867378,2731822.816,9789488.8729,129024.06192,251341.77624,1037873.3995
20091030,-0.0678,-0.0644,-0.0942,-0.0058,-0.0271,-0.0668,-0.0752,-0.0645,-0.0725,-0.0313,-0.0392,-0.0634,686,1061,1201,378,319,129,441.46,395.45,220.53,15598.87,10955.62,8523.41,70368.857769,2555893.4267,8867319.0211,128275.72236,244530.41411,968543.45637
20091130,0.0173,0.02,0.0432,0.0671,0.0489,0.0447,0.0096,0.0097,0.0099,0.0514,0.0443,0.0599,683,1054,1182,377,318,128,412.9,370.5,201.89,15407.25,10660.97,7864.13,71586.239009,2607011.2952,9250387.2028,136883.02333,256487.95136,1011837.3489
20091231,0.0846,0.0828,0.0856,0.0193,0.0275,0.0327,0.0736,0.0736,0.0637,0.0499,0.056,0.0609,679,1050,1168,376,318,128,421.26,377,212.4,16434.83,11161.26,8197.13,77642.434829,2822871.8305,10042220.347,139524.86568,263541.37002,1044924.4302
20100129,-0.0373,-0.0269,-0.0296,-0.0398,-0.025,-0.0355,-0.0303,-0.0155,0.0322,-0.0356,-0.0353,-0.0148,675,1045,1158,374,318,127,455.37,407.33,231.73,16798.54,11448.2,8467.48,74746.37201,2746936.5782,9744970.6251,133971.77603,256952.83577,1007829.6129
20100226,0.0363,0.0409,0.0755,0.0313,0.0317,0.0468,0.0294,0.0366,0.0405,0.0412,0.0474,0.041,671,1038,1147,374,316,127,440.43,397.48,226.37,16118.83,11089.71,8162.31,77459.665314,2859286.2843,10480715.907,138165.09262,265098.24066,1054996.0388
20100331,0.0734,0.0812,0.0904,0.0539,0.0658,0.0779,0.067,0.0795,0.0913,0.0709,0.0687,0.0787,666,1036,1134,372,315,126,454.13,414.12,245.73,16639.2,11442.02,8573.38,83145.204748,3091460.3306,11428172.625,145612.19111,282541.7049,1137180.2302
20100430,0.0457,0.0632,0.0941,0.009,0.0216,0.0245,0.0621,0.0713,0.1229,0.0269,0.0318,0.0513,665,1027,1121,372,312,126,487.1,448.74,269.82,17507.53,12251.15,9229.89,86944.940605,3286840.6235,12503563.669,146922.70083,288644.60572,1165041.1459
20100528,-0.0649,-0.0727,-0.1047,-0.0747,-0.0832,-0.0818,-0.0763,-0.0748,-0.0946,-0.066,-0.0786,-0.0777,662,1022,1111,372,312,126,510.18,474.48,297.36,17651.69,12497.94,9451.02,81302.213959,3047887.3101,11194440.553,135947.57508,264629.37453,1069740.7801
20100630,-0.0606,-0.0771,-0.1092,-0.0472,-0.0518,-0.0843,-0.0676,-0.075,-0.0967,-0.0482,-0.0639,-0.0834,657,1021,1106,370,311,126,477.17,439.98,266.84,16353.23,11397.33,8661.4,76375.299794,2812895.1985,9972007.6448,129530.84954,250921.57293,979561.63236
20100730,0.0679,0.0667,0.0775,0.0682,0.0755,0.0603,0.0579,0.0586,0.0484,0.0675,0.0743,0.0723,752,973,1074,384,308,156,417.66,421.44,219.45,14656.34,10794.87,10023.57,81561.182649,3000515.3083,10744838.237,138364.85347,269866.15168,1038629.1988
20100831,-0.0703,-0.0793,-0.0833,-0.0414,-0.0445,-0.0564,-0.0712,-0.0761,-0.0718,-0.0409,-0.0558,-0.0519,747,967,1070,384,307,156,443.89,448.71,236.9,15643.45,11597.64,10616.26,75827.431509,2762574.4443,9849793.2121,132636.54854,257857.10793,980050.51198
20100930,0.1396,0.1267,0.1104,0.1006,0.0877,0.0727,0.1262,0.1187,0.0835,0.1204,0.1073,0.0912,741,961,1064,383,307,156,412.32,413.62,217.84,14982.59,11058.07,10001.36,86412.940948,3112592.6264,10937210.383,145979.78532,280471.1763,1051300.1842
20101029,0.0468,0.0406,0.0374,0.0473,0.0336,0.0123,0.0511,0.0486,0.0363,0.0378,0.0389,0.0207,734,955,1059,379,305,156,470.56,466.83,242.13,16603.45,12063.98,10715.35,90457.066584,3238963.887,11346262.051,152884.62917,289895.00782,1064231.1765
20101130,0.0314,0.0435,0.035,0.0059,0.0033,-0.0094,0.0181,0.0323,0.0145,0.0311,0.0168,0.0007,725,951,1048,378,304,155,491.22,485.33,252.58,17397.15,12481.7,10893.68,93297.418475,3379858.8161,11743381.223,153786.64848,290851.66135,1054227.4034
20101231,0.0736,0.0804,0.0953,0.0494,0.0815,0.095,0.0934,0.0807,0.0877,0.0607,0.0792,0.087,721,941,1028,378,304,155,505.01,507.14,261.93,17455.41,12497.84,10766.44,100164.10847,3651599.4649,12862525.453,161383.70892,314556.07175,1154379.0067
20110131,-0.0042,-0.0004,0.0038,0.0189,0.0285,0.0249,-0.0008,0.0097,0.0394,0.018,0.0302,0.0188,717,936,1017,378,303,154,542.21,546.61,288.06,18290.5,13524.84,11826.89,99743.419219,3650138.8252,12911403.05,164433.86101,323520.91979,1183123.044
20110228,0.049,0.0516,0.061,0.0257,0.0409,0.0481,0.0349,0.0423,0.0463,0.0417,0.0417,0.0403,714,928,1010,378,302,153,540.27,548.86,289.12,18622.87,13924.32,12165.58,104630.84676,3838485.9885,13698998.636,168659.81124,336752.92541,1240031.2624
20110331,0.0314,0.026,0.0236,0.0008,0.0136,-0.0145,0.0203,0.0133,-0.0016,0.0193,0.0204,0.0055,710,923,1003,376,301,152,568.91,577.68,307.88,19136.12,14501.65,12784.71,107916.25535,3938286.6242,14022295.004,168794.73909,341332.7652,1222050.8091
20110429,0.0342,0.02,0.0127,0.0382,0.0231,0.0164,0.018,0.0106,0.0021,0.0377,0.0271,0.0258,704,913,993,375,299,152,588.04,596.9,316.24,19143.84,14701.88,12583.68,111606.99128,4017052.3567,14200378.15,175242.69812,349217.55207,1242092.4424
20110531,-0.012,-0.0226,-0.0327,-0.0054,-0.0166,-0.026,-0.0179,-0.0246,-0.0253,-0.004,-0.0141,-0.0078,701,906,982,373,299,152,607.07,607.9,319.59,19949.59,15017.16,12782.81,110267.70739,3926266.9735,13736025.785,174296.38755,343420.54071,1209798.0389
20110630,-0.0168,-0.0195,-0.019,-0.0148,-0.0194,-0.0174,-0.0421,-0.0173,-0.0234,-0.0165,-0.0206,-0.0201,696,895,967,370,296,151,602.43,595.48,306.89,19935.52,14823.94,12490.4,108415.2099,3849704.7675,13475041.295,171716.80102,336758.18222,1188747.553
20110729,-0.043,-0.041,-0.0351,-0.008,-0.0294,-0.0387,-0.0379,-0.0199,-0.0112,-0.0338,-0.0328,-0.0375,770,909,1024,373,281,174,608.2,559.05,312.11,17068.17,15000.26,16680.05,103753.35588,3691866.872,13002067.346,170343.06661,326857.49166,1142743.0227
20110831,-0.0906,-0.0923,-0.0966,-0.0422,-0.0707,-0.0676,-0.1026,-0.1019,-0.0941,-0.0659,-0.0832,-0.0673,767,909,1017,373,280,174,579.57,535.92,301.65,16920.7,14558.08,15991.2,94353.301834,3351107.5597,11746067.64,163154.5892,303748.667,1065493.5944
20110930,-0.1113,-0.114,-0.1112,-0.0642,-0.0765,-0.0842,-0.1238,-0.1103,-0.0948,-0.0929,-0.1139,-0.0909,764,906,1013,371,278,174,527.51,484.68,272.43,16215.8,13554.15,14884.19,83851.77934,2969081.2979,10439904.918,152680.06457,280511.89398,975779.03372
20111031,0.1554,0.1587,0.1298,0.1021,0.1248,0.1092,0.1392,0.1354,0.0795,0.1397,0.1635,0.1217,761,900,1005,370,277,174,467.65,429.16,242.61,15190.08,12513.91,13610.2,96882.34585,3440274.4999,11795004.577,168268.69917,315519.77834,1082334.1042
20111130,-0.0143,-0.0037,-0.0007,-0.0015,0.009,-0.0184,-0.0323,-0.018,-0.0079,-0.0068,0.0057,-0.0008,758,891,994,369,275,174,541.41,500.41,274.98,16759.08,14137.35,15052.91,95496.928304,3427545.4842,11786748.074,168016.29612,318359.45635,1062419.1567
20111230,-0.0022,0.0073,0.0109,-0.0026,0.0208,0.0151,-0.0088,0.0057,0.0095,-0.0141,0.0033,0.0104,754,888,984,367,273,174,534.48,498.7,274.9,16756.66,14303.28,14740.47,95286.835062,3452566.5663,11915223.628,167579.45375,324981.33304,1078461.686
20120131,0.0799,0.0699,0.0598,0.0606,0.0356,0.0374,0.1082,0.0882,0.0919,0.0847,0.0656,0.0335,751,880,975,366,273,173,532.99,502.91,279.69,16706.57,14569.88,15002.73,102900.25318,3693900.9693,12627754.001,177734.76864,336550.6685,1118796.153
20120229,0.0357,0.0239,0.0286,0.0453,0.0389,0.0532,0.0391,0.0216,0.0468,0.0436,0.0445,0.053,744,877,970,364,271,173,575.8,538.62,297.08,17784.32,15166.37,15528.32,106573.79222,3782185.2024,12988907.765,185786.15366,349642.4895,1178316.1083
20120330,0.0257,0.0287,0.0283,0.0397,0.0142,0.036,0.0237,0.0386,0.0449,0.0237,0.0083,0.0164,740,873,964,364,271,170,596.75,553.18,306.33,18555.01,15707.94,16512.84,109312.73868,3890733.9177,13356493.855,193161.86396,354607.41285,1220735.4882
20120430,-0.0127,-0.0208,-0.0097,-0.0057,-0.0067,-0.0122,-0.0277,-0.0201,-0.0025,-0.0103,-0.0084,-0.0095,736,870,957,363,271,169,609.15,568.8,316,19239.07,15902.66,17153.93,107924.4669,3809806.6522,13226935.864,192060.84134,352231.54319,1205842.5153
20120531,-0.066,-0.0647,-0.0579,-0.0588,-0.0616,-0.0646,-0.0803,-0.0733,-0.0496,-0.0786,-0.0817,-0.0632,732,863,952,363,269,169,600.96,557.03,311.53,19114.31,15803.39,16903.91,100801.45209,3563312.1618,12461096.278,180767.66387,330534.08013,1127945.0888
20120629,0.0585,0.0426,0.0477,0.0301,0.0435,0.0506,0.0469,0.0418,0.0366,0.0228,0.0247,0.0382,728,862,938,363,268,169,562.27,520.24,295.4,17946.51,14826.87,15775.38,106698.33703,3715109.2599,13055490.57,186208.77055,344912.31261,1185019.1103
20120731,-0.0299,-0.0106,-0.0145,0.0128,0.0124,-0.0023,-0.0059,-0.0144,-0.0143,-0.005,-0.0004,-0.0022,682,810,1089,409,282,154,574.26,526.78,286.79,17355.43,15718.84,12920.58,103508.05676,3675729.1018,12866185.957,188592.24281,349189.22529,1182293.5663
20120831,0.0329,0.034,0.0351,0.027,0.0177,0.0358,0.0238,0.029,0.0246,0.036,0.0351,0.0375,679,803,1082,406,282,154,557.12,522.51,283.99,17666.26,15888.13,12876.48,106913.47182,3800703.8912,13317789.084,193684.23337,355369.87457,1224619.676
20120928,0.0323,0.0361,0.0386,0.0172,0.0329,0.0424,0.0525,0.0398,0.0377,0.0187,0.0255,0.0313,675,802,1067,406,281,154,578.41,539.78,295.57,18098.03,16171.15,13313.74,110366.77696,3937909.3017,13831855.743,197015.60218,367061.54345,1276543.5503
20121031,-0.0381,-0.0129,-0.0044,-0.0287,-0.0151,0.0203,-0.0512,-0.0201,-0.0045,-0.0183,-0.003,0.0069,670,796,1056,404,281,154,595.84,559.78,306.72,18451.56,16672.68,13857.38,106161.80276,3887110.2717,13770995.577,191361.2544,361518.91414,1302457.3844
20121130,0.0074,0.0084,0.0107,0.0159,0,-0.0093,-0.0039,-0.0069,0.0072,0.0277,0.0134,0.0039,670,792,1045,404,280,154,572.95,553.52,307.2,17902.04,16442.07,14121.16,106947.4001,3919761.998,13918345.23,194403.89835,361518.91414,1290344.5307
20121231,0.0255,0.0377,0.0422,-0.0015,0.0115,0.0467,0.0183,0.0324,0.0296,0.0225,0.0237,0.0355,663,788,1030,402,280,154,574.12,554.86,309.43,18206.39,16386.43,13951.51,109674.5588,4067537.0253,14505699.399,194112.2925,365676.38166,1350603.6203
20130131,0.0663,0.0608,0.0647,0.0465,0.0569,0.0742,0.0716,0.0679,0.0836,0.0626,0.0695,0.0819,661,787,1026,402,278,154,586.5,572.71,322.22,18120.89,16626.69,14569.89,116945.98205,4314843.2765,15444218.15,203138.5141,386483.36777,1450818.4089
20130228,0.011,0.0058,0.0139,0.0117,0.016,0.0146,0.0035,0.0072,0.0169,0.0068,0.0192,0.0189,656,783,1018,402,278,154,618.98,602.42,344.26,18950.17,17538.54,15636.57,118232.38785,4339869.3675,15658892.782,205515.23472,392667.10166,1472000.3577
20130328,0.0529,0.0424,0.0486,0.0371,0.0416,0.0402,0.0539,0.0383,0.0392,0.0408,0.0496,0.0506,650,780,1013,402,278,153,627.86,606.83,349.59,19128.78,17773.77,15910.91,124486.88117,4523879.8287,16419914.971,213139.84992,409002.05308,1531174.772
20130430,-0.0089,-0.0057,-0.0036,0.0181,0.0147,0.021,-0.0049,-0.0025,-0.0069,0.0093,0.0046,0.0105,646,775,1002,402,278,153,656.26,632.96,368.74,19809.63,18488.38,16526.86,123378.94793,4498093.7136,16360803.278,216997.68121,415014.38326,1563329.4422
20130531,0.0525,0.0536,0.047,0.0214,0.0197,0.0534,0.0562,0.0509,0.0499,0.034,0.0318,0.035,643,770,995,402,277,152,653.29,627.9,369.12,20152.38,18782.28,16920.67,129856.3427,4739191.5367,17129761.032,221641.43158,423190.16662,1646811.2345
20130628,0.0054,-0.0032,-0.0052,-0.0204,-0.0008,-0.0187,-0.0076,0.0049,0.001,-0.0163,-0.0093,-0.013,638,765,988,399,277,152,689.5,662.1,387.47,20592.12,19097.18,17777.46,130557.56695,4724026.1238,17040686.274,217119.94638,422851.61448,1616015.8644
20130731,0.0739,0.0704,0.0802,0.0554,0.0493,0.0638,0.075,0.0738,0.0768,0.0689,0.0573,0.0698,643,822,1008,399,284,167,679.5,677.92,364.29,19078.24,19463.5,16020.12,140205.77114,5056597.5629,18407349.313,229148.39141,443698.19908,1719117.6765
20130830,-0.0119,-0.0356,-0.0356,-0.0169,-0.0322,-0.0426,-0.017,-0.0271,-0.0165,-0.0182,-0.0268,-0.0365,641,818,1001,399,284,167,730.57,726.28,395.03,20115.83,20387.29,17021.72,138537.32247,4876582.6896,17752047.678,225275.78359,429411.11707,1645883.2635
20130930,0.0649,0.0667,0.0503,0.042,0.0295,0.0249,0.0631,0.0702,0.0527,0.0557,0.0472,0.036,638,818,991,398,284,166,720.91,699.42,382.82,19762.06,19683.65,16335.85,147528.39469,5201850.755,18644975.676,234737.36651,442078.74502,1686865.7568
20131031,0.0113,0.032,0.0389,0.0448,0.0415,0.0431,0.0004,0.0347,0.0305,0.0279,0.0389,0.0567,634,814,982,397,283,166,763.21,746.03,400.77,20599.96,20215.19,16717.58,149195.46555,5368309.9792,19370265.23,245253.60053,460425.01294,1759569.6709
20131129,0.0491,0.0457,0.0383,0.0324,0.0238,0.0366,0.0588,0.0552,0.0366,0.0263,0.0249,0.0242,631,806,968,397,283,165,772.33,770.92,418.84,21504.57,21024.43,17455.2,156520.96291,5613641.7453,20112146.388,253199.81718,471383.12825,1823969.9208
20131231,0.0172,0.0276,0.0195,0.0242,0.0341,0.019,0.0244,0.0296,0.0234,0.0317,0.0339,0.0241,629,801,964,397,281,164,809.7,802.64,434.67,22154.45,21582.95,18137.7,159213.12348,5768578.2574,20504333.243,259327.25276,487457.29292,1858625.3493
20140131,-0.0035,-0.0408,-0.0359,-0.0324,-0.0358,-0.0372,0.0293,-0.0143,0.0016,-0.0266,-0.0243,-0.0356,627,796,959,396,280,164,822.26,821.03,442.84,22713.32,22343.37,18452.87,158655.87754,5533220.2645,19768227.679,250925.04977,470006.32183,1789484.4863
20140228,0.0407,0.0513,0.0477,0.0502,0.0464,0.0336,0.0393,0.0443,0.0418,0.0589,0.0497,0.0499,623,788,950,396,279,164,821.32,789.74,428.62,21962.56,21542.16,17750.65,165113.17176,5817074.4641,20711172.14,263521.48727,491814.61516,1849611.1651
20140331,-0.0319,0.012,0.0108,-0.0096,0.0143,0.041,-0.0199,0.0087,0.0134,-0.017,0.0107,0.0358,622,785,945,396,279,164,853.81,829.91,449.14,23019.99,22476.31,18308.43,159846.06158,5886879.3577,20934852.799,260991.68099,498847.56416,1925445.2228
20140430,-0.0631,-0.0309,-0.025,0.0023,0.0087,-0.0043,-0.069,-0.0393,-0.0352,-0.019,0.0002,0.0015,622,781,938,396,279,164,826.12,840.21,452.42,22768.82,22766.66,19031.26,149759.77509,5704974.7855,20411481.479,261591.96186,503187.53797,1917165.8084
20140530,-0.0059,0.011,-0.0022,0.0251,0.0203,0.0137,-0.0139,0.0011,-0.0065,0.0196,0.0202,0.0144,619,780,931,395,278,164,775.1,813.03,442.42,22845.03,22969.7,18932.71,148876.19242,5767729.5082,20366576.22,268157.9201,513402.24499,1943430.98
20140630,0.0742,0.0462,0.0452,0.0178,0.0245,0.0337,0.0635,0.0406,0.037,0.0371,0.0326,0.0458,618,773,927,395,278,164,770.58,822.45,442.26,23367.84,23375.97,19154.54,159922.8059,6034198.6114,21287145.465,272931.13108,525980.59999,2008924.604
20140731,-0.0623,-0.06,-0.0569,-0.0166,-0.0125,-0.0218,-0.0692,-0.0555,-0.0356,-0.034,-0.0304,-0.0378,710,814,934,397,310,175,796.61,795.96,451.76,23196.88,20748.49,21712.12,149959.61509,5672146.6947,20075906.888,268400.4743,519405.84249,1965130.0476
20140829,0.049,0.043,0.0445,0.0487,0.0347,0.0384,0.0432,0.0402,0.0351,0.0562,0.044,0.044,707,809,933,394,310,175,748.99,746.24,426.28,22927.76,20455.12,21196.84,157307.63623,5916049.0026,20969284.744,281471.5774,537429.22523,2040591.0414
